timestamp,queue,dominant_emotion,neg_count,flagged,recommendation
2026-05-17 22:46:50,Queue 1,Neutral,0,False,All Good
2026-05-17 22:46:50,Queue 2,Neutral,0,False,All Good
2026-05-17 22:46:50,Queue 3,Neutral,0,False,All Good
2026-05-17 22:47:02,Counter,Angry,8,False,All Good
2026-05-17 22:47:02,Queue 1,Neutral,0,False,All Good
2026-05-17 22:47:02,Queue 2,Neutral,0,False,All Good
2026-05-17 22:47:02,Queue 3,Neutral,0,False,All Good
2026-05-17 22:47:14,Counter,Sad,1,False,All Good
2026-05-17 22:47:14,Queue 1,Neutral,0,False,All Good
2026-05-17 22:47:14,Queue 2,Neutral,0,False,All Good
2026-05-17 22:47:14,Queue 3,Neutral,0,False,All Good
2026-05-17 22:47:27,Counter,Neutral,0,False,All Good
2026-05-17 22:47:27,Queue 1,Neutral,0,False,All Good
2026-05-17 22:47:27,Queue 2,Neutral,0,False,All Good
2026-05-17 22:47:27,Queue 3,Neutral,0,False,All Good
2026-05-17 22:47:40,Counter,Sad,1,False,All Good
2026-05-17 22:47:40,Queue 1,Neutral,0,False,All Good
2026-05-17 22:47:40,Queue 2,Neutral,0,False,All Good
2026-05-17 22:47:40,Queue 3,Neutral,0,False,All Good
2026-05-17 22:47:52,Counter,Happy,1,False,All Good
2026-05-17 22:47:52,Queue 1,Neutral,0,False,All Good
2026-05-17 22:47:52,Queue 2,Neutral,0,False,All Good
2026-05-17 22:47:52,Queue 3,Neutral,0,False,All Good
2026-05-17 22:48:04,Counter,Angry,8,False,All Good
2026-05-17 22:48:04,Queue 1,Neutral,0,False,All Good
2026-05-17 22:48:04,Queue 2,Neutral,0,False,All Good
2026-05-17 22:48:04,Queue 3,Neutral,0,False,All Good
2026-05-17 22:48:18,Counter,Fearful,1,False,All Good
2026-05-17 22:48:18,Queue 1,Neutral,0,False,All Good
2026-05-17 22:48:18,Queue 2,Neutral,0,False,All Good
2026-05-17 22:48:18,Queue 3,Neutral,0,False,All Good
2026-05-17 22:48:32,Counter,Sad,1,True,Service Quality Check Required
2026-05-17 22:48:32,Queue 1,Neutral,0,False,All Good
2026-05-17 22:48:32,Queue 2,Neutral,0,False,All Good
2026-05-17 22:48:32,Queue 3,Neutral,0,False,All Good
2026-05-17 22:48:45,Counter,Neutral,0,False,All Good
2026-05-17 22:48:45,Queue 1,Neutral,0,False,All Good
2026-05-17 22:48:45,Queue 2,Neutral,0,False,All Good
2026-05-17 22:48:45,Queue 3,Neutral,0,False,All Good
2026-05-17 22:48:59,Counter,Happy,1,False,All Good
2026-05-17 22:48:59,Queue 1,Neutral,0,False,All Good
2026-05-17 22:48:59,Queue 2,Neutral,0,False,All Good
2026-05-17 22:48:59,Queue 3,Neutral,0,False,All Good
2026-05-17 22:49:11,Counter,Neutral,7,False,All Good
2026-05-17 22:49:11,Queue 1,Neutral,0,False,All Good
2026-05-17 22:49:11,Queue 2,Neutral,0,False,All Good
2026-05-17 22:49:11,Queue 3,Neutral,0,False,All Good
2026-05-17 22:49:24,Counter,Neutral,14,False,All Good
2026-05-17 22:49:24,Queue 1,Neutral,0,False,All Good
2026-05-17 22:49:24,Queue 2,Neutral,0,False,All Good
2026-05-17 22:49:24,Queue 3,Neutral,0,False,All Good
2026-05-17 22:49:37,Counter,Neutral,0,False,All Good
2026-05-17 22:49:37,Queue 1,Neutral,0,False,All Good
2026-05-17 22:49:37,Queue 2,Neutral,0,False,All Good
2026-05-17 22:49:37,Queue 3,Neutral,0,False,All Good
2026-05-17 22:49:51,Counter,Neutral,0,False,All Good
